index,gameId,gameDuraton,blueWins,blueFirstBlood,blueFirstTower,blueFirstBaron,blueFirstDragon,blueFirstInhibitor,blueDragonKills,blueBaronKills,blueTowerKills,blueInhibitorKills,blueWardPlaced,blueWardkills,blueKills,blueDeath,blueAssist,blueChampionDamageDealt,blueTotalGold,blueTotalMinionKills,blueTotalLevel,blueAvgLevel,blueJungleMinionKills,blueKillingSpree,blueTotalHeal,blueObjectDamageDealt,redWins,redFirstBlood,redFirstTower,redFirstBaron,redFirstDragon,redFirstInhibitor,redDragonKills,redBaronKills,redTowerKills,redInhibitorKills,redWardPlaced,redWardkills,redKills,redDeath,redAssist,redChampionDamageDealt,redTotalGold,redTotalMinionKills,redTotalLevel,redAvgLevel,redJungleMinionKills,redKillingSpree,redTotalHeal,redObjectDamageDealt
blueTotalHeal,0.007880967039436566,0.7054973953232928,0.21569512482572953,0.021933385405522702,0.11076484579190998,0.37637060110967163,0.08593698993945795,0.33243873441774113,0.4514241352090767,0.4687359819522295,0.4765117439967571,0.41782266954754677,0.5111223785999158,0.5159084984694247,0.5446209011718804,0.3120808022207202,0.5317254960306801,0.7236281275136073,0.7422898767804362,0.5630368561784502,0.7048970016252937,0.7048970016253009,0.5425868866010276,0.4996924390094088,1.0,0.5750526149932825,-0.21569512482572928,-0.01551289581037157,-0.07424145850950395,0.1719511573089616,-0.04377355665026598,0.016119305859479596,0.18678694440197025,0.2728259761096714,0.1378063829881311,0.1395251259082968,0.5067436602742355,0.46296226394201523,0.3117647453448472,0.5436938002326978,0.3351664825906292,0.6874064695929718,0.6066319932289131,0.5471610505653838,0.5955678356927117,0.5955678356927137,0.4122501890950228,0.2894914107573356,0.5428320739388397,0.2841990091197458
blueObjectDamageDealt,-0.026894726553989716,0.6403892254172207,0.5250942326534811,0.1388779737356859,0.37179362733419297,0.6337393573737291,0.32854319921772207,0.5651748400816058,0.7868444612147507,0.7086953219509813,0.8275596492116365,0.5753194768950162,0.6610665136497513,0.6316547974765239,0.43356593956202005,-0.1078111510707938,0.28840667628515265,0.47219908728795734,0.6460466162726609,0.6823450689580878,0.5591691022651337,0.5591691022651338,0.7894676144919974,0.37533848402679965,0.5750526149932825,1.0,-0.525094232653481,-0.13307985671239803,-0.33902196436660853,0.004818841529086621,-0.10432027986482285,-0.2831572433512885,0.017156450595513115,0.09825551580425614,-0.15129900671890342,-0.19397893293881024,0.6087815865247964,0.5175118857631639,-0.10800104813153429,0.43156863883996693,-0.11812958715263909,0.25686774244952004,0.2954895463260641,0.6082729088346873,0.2965555479725018,0.2965555479725052,0.4287950842676957,-0.11780703461661148,0.2833818955040699,0.07107780089456103
redWins,0.005385143761690842,0.0014144503726327968,-0.9999999999999994,-0.2064418048300384,-0.44906531282442225,-0.36672154632439785,-0.2677776706447431,-0.6375206684942117,-0.4664420110663081,-0.3550475228275365,-0.7084053050812683,-0.5543674726184423,-0.037541960064895845,-0.07048457934812019,-0.4535211720445238,0.43978161226645374,-0.37297445799912043,-0.1801804985436988,-0.27648104033511933,-0.07885347447624048,-0.22612674336981814,-0.22612674336981628,-0.20772590965420448,-0.4204511020937764,-0.21569512482572928,-0.525094232653481,1.0,0.20734083998669814,0.4467424220210823,0.3940658504474956,0.2679976260476029,0.6228109231364741,0.467407447724868,0.3810367349919571,0.7093057828698203,0.5474569390062972,0.050044239763150124,0.08760465070022035,0.44179875498507354,-0.451536952105471,0.35622982657891483,0.17369284326492315,0.27073327309170175,0.08311706925198395,0.2153346194686139,0.2153346194686153,0.23126377117754268,0.41160104638875367,0.2221403900482776,0.5481357848870307
redFirstBlood,0.010233217384897887,0.014910198821878221,-0.20734083998669836,-0.9959934391952373,-0.2050369891414449,-0.05540600555087775,-0.1303948448945692,-0.14371342194047168,-0.131085598781013,-0.045156135679004526,-0.17758049587932737,-0.11736982559620047,-0.00017449918876888756,-0.007638645209916312,-0.12437951878206623,0.16040323993825523,-0.07657685709157944,-0.025798561561081748,-0.057026681771506084,-0.01871501343631176,-0.030601784755621877,-0.030601784755622127,-0.04955642663186623,-0.11678045283247558,-0.01551289581037157,-0.13307985671239803,0.20734083998669814,1.0,0.21029868962928377,0.06426158348644563,0.13107377276303264,0.14313461496897875,0.14215230250674044,0.05609049500563642,0.18591893729509032,0.11845446805694244,0.022663015629420805,0.030561005796942858,0.16109412220100708,-0.12358817445878321,0.10865131404582634,0.06938725315206953,0.10210088942444875,0.04132505457832636,0.07297174165973477,0.07297174165973559,0.06393140923995298,0.1495053667327548,0.050446739495493345,0.15285619909463796
redFirstTower,-0.0065645412266390245,0.01162418207667195,-0.44674242202108255,-0.20656560706067872,-0.9768364620006742,-0.12177306926392974,-0.1774973164827889,-0.32759860065123164,-0.2613777648791862,-0.09924021166017978,-0.43587403099341127,-0.2713945335497522,-0.026209642497076757,-0.0600853012590705,-0.2337363560482861,0.2733017028082433,-0.14964335797909414,-0.08262262560501442,-0.1419734196589432,-0.05329038002086543,-0.08026361711231939,-0.08026361711231896,-0.14871849875238613,-0.2301075685472901,-0.07424145850950395,-0.33902196436660853,0.4467424220210823,0.21029868962928377,1.0,0.1296264552604977,0.18913385783773015,0.3374592238005691,0.2619277321956392,0.10157404923504444,0.4452774914121788,0.2823974622718115,0.017111138479292545,0.04271269967330116,0.2744487756332785,-0.23232819886682668,0.17278372708383252,0.11081994057025424,0.18325249312000993,0.06821425734779701,0.13845564599473745,0.13845564599473797,0.152295998577238,0.26343289515534163,0.08377656869979444,0.3421968751964694
redFirstBaron,-0.03490498266912615,0.41749172300167886,-0.39406585044749604,-0.06183880781150519,-0.11534298908665722,-0.34262254046965424,-0.04084035715653523,-0.24454993415891643,0.024835388566396686,-0.22241399943813758,-0.13265746514904778,-0.19007249210169674,0.37624705877090386,0.33021001714207043,-0.06342662146078555,0.3133518842865958,-0.0650141549717911,0.1732248904250179,0.18422188204944748,0.39364099488493826,0.19116352185051927,0.1911635218505178,0.2594871469288961,-0.06367418750222657,0.1719511573089616,0.004818841529086621,0.3940658504474956,0.06426158348644563,0.1296264552604977,1.0,0.1486457266086895,0.44188168478499884,0.44901456561712255,0.8776800966402445,0.5607358722109146,0.42615152964422925,0.4147164401793292,0.4157513703285043,0.31447900313645666,-0.06313359172435996,0.25696999192410647,0.32773619799309145,0.4468056052652904,0.41344467343234365,0.41467748125030657,0.41467748125031056,0.49675812625125004,0.27912523166952613,0.3982042189597925,0.6674418603064619
redFirstDragon,-0.02253911958424573,0.12600753927752084,-0.2679976260476031,-0.12702617650304618,-0.16665657431794717,-0.012060779007715787,-0.8331769817761452,-0.18266232473189947,-0.37275447953572144,-0.003759940323282844,-0.15387158238926732,-0.1603526386819703,0.17060746300262286,0.1367284245715253,-0.2387326194503691,0.06495969110055332,-0.24384793744919603,-0.1074656108952666,-0.09290792762685696,0.16083748379272095,-0.08445440595101804,-0.08445440595101784,0.10546426040836072,-0.23888955078054214,-0.04377355665026598,-0.10432027986482285,0.2679976260476029,0.13107377276303264,0.18913385783773015,0.1486457266086895,1.0,0.15669569898516686,0.6022581242399624,0.1370024038335554,0.2766829595176058,0.10626729938536776,0.20983450940676265,0.1775117317438211,0.06620558748703284,-0.2388727707046174,-0.0460404425044682,0.007585746553354936,0.0860908633882886,0.22787445935118608,0.05498138668550076,0.05498138668550176,0.30386015320788307,0.04787549478993212,0.10084687937985999,0.3584728826611942
redFirstInhibitor,-0.0016736396010335992,0.20111924453412977,-0.6228109231364755,-0.1401931341933483,-0.3198662879817332,-0.22569236858329325,-0.17838364950531452,-0.5570852035493757,-0.25191323739125326,-0.18441897257555392,-0.4258452935256973,-0.3941184901198545,0.08954420808925563,0.05655441087450204,-0.13764156486914358,0.48240538705250124,-0.08432606184500507,0.09032872451248031,0.039688349292230744,0.0912654358932461,0.0811855300415336,0.08118553004153337,-0.06893183317610756,-0.13037356539356354,0.016119305859479596,-0.2831572433512885,0.6228109231364741,0.14313461496897875,0.3374592238005691,0.44188168478499884,0.15669569898516686,1.0,0.3946563321466693,0.4223789246633503,0.7767004859350556,0.7963422913216962,0.1432381982909267,0.17128387366575626,0.48374621710614696,-0.13535893931081744,0.4286946637179983,0.35066645161427423,0.42493845104113087,0.17615284560009278,0.37505896794320515,0.3750589679432074,0.2835210716413108,0.4422594573172267,0.3354188755686712,0.570788142448908
redDragonKills,-0.022303208101806245,0.5134611847672061,-0.46740744772486864,-0.1373145959468798,-0.23426490198548267,0.05016679339151991,-0.39217494507690775,-0.2515712940995817,-0.30419917781262207,0.1110920707708494,-0.14453300128525887,-0.1906149903038951,0.5015364017071747,0.43165932335321305,-0.1785349207192671,0.33029924505303737,-0.17620763416335516,0.1405540676563608,0.17665000693829486,0.49969239237197477,0.17853626704486625,0.17853626704486694,0.3560823669500332,-0.177806133614101,0.18678694440197025,0.017156450595513115,0.467407447724868,0.14215230250674044,0.2619277321956392,0.44901456561712255,0.6022581242399624,0.3946563321466693,1.0,0.48978662549487395,0.6178308495304052,0.3814411307184249,0.5529865198985625,0.5378626090443943,0.33204206803074177,-0.1786282252064842,0.19741290077999374,0.34097131437688843,0.47485161268660003,0.5722621447415704,0.41394130227660864,0.41394130227661746,0.6869313767868278,0.2870285881459693,0.4575116654700707,0.8031419783763665
redBaronKills,-0.03899000476305764,0.528711300479494,-0.3810367349919574,-0.05367534012633378,-0.08737454126727438,-0.21878043679042203,-0.02928640010255082,-0.19994982556649304,0.08957609288549152,-0.12713834288120318,-0.06466848402866612,-0.12629419244004542,0.4685948849318609,0.42087937306584317,0.0030627192984235664,0.3485704119836081,0.00010547786816985925,0.2792239971912991,0.2916667502542748,0.4808226348411644,0.27811629180127606,0.27811629180127806,0.35033830799884763,-0.000519869928590986,0.2728259761096714,0.09825551580425614,0.3810367349919571,0.05609049500563642,0.10157404923504444,0.8776800966402445,0.1370024038335554,0.4223789246633503,0.48978662549487395,1.0,0.580220501155586,0.48032963186219846,0.5060808342896234,0.5043652338690275,0.34970724195224157,0.0031436560623310855,0.3011566364793366,0.4223405805806598,0.5389177853326425,0.49777931223536936,0.4888570773192544,0.4888570773192616,0.5697713951654207,0.3124621748529145,0.490908607794276,0.7406378751445885
redTowerKills,-0.020629096086190533,0.4296946204154627,-0.7093057828698204,-0.18077473020175092,-0.41470985486977524,-0.12436478648953413,-0.1705061027166419,-0.42928551368692025,-0.1615030136748308,-0.05973729206488561,-0.3798801444174548,-0.3265145502477928,0.3330330675126372,0.25795039379748774,-0.16728733089927347,0.5552152361482617,-0.13751612199782742,0.16602210226121897,0.1413195124152765,0.32626332052154267,0.17080297960536722,0.17080297960536664,0.14137704082362476,-0.1701414769425919,0.1378063829881311,-0.15129900671890342,0.7093057828698203,0.18591893729509032,0.4452774914121788,0.5607358722109146,0.2766829595176058,0.7767004859350556,0.6178308495304052,0.580220501155586,1.0,0.7743399754981873,0.40151405436302473,0.3977128494629583,0.5570555310414761,-0.16570045469784042,0.4095057322687927,0.4584777748162492,0.6061016613083112,0.4630456671290614,0.5188885435435373,0.5188885435435395,0.5716870265848323,0.4952457167960639,0.48551228071053704,0.8375466091019342
redInhibitorKills,-0.0027626743141290133,0.2946417932211491,-0.5474569390062981,-0.1157539494371738,-0.26628335452511287,-0.17549082888791626,-0.15158800742539444,-0.3910335531954698,-0.1817509799788925,-0.12002309101681424,-0.32049820540207513,-0.240702174136816,0.12913768633499056,0.08754840062136114,0.015356935189042123,0.5463618301469019,0.057307837029118555,0.2510698523767698,0.20101747347685556,0.16494897565211056,0.22520700019205458,0.22520700019205342,-0.031948005897803784,0.012653083964617007,0.1395251259082968,-0.19397893293881024,0.5474569390062972,0.11845446805694244,0.2823974622718115,0.42615152964422925,0.10626729938536776,0.7963422913216962,0.3814411307184249,0.48032963186219846,0.7743399754981873,1.0,0.1732901077328144,0.1936823387986204,0.5471877037619651,0.017358390725873973,0.4913358737180165,0.47996610205132073,0.5342197215798621,0.22254285599485815,0.4695398261599193,0.46953982615992684,0.29907122698387323,0.5011559790170079,0.4186882673210381,0.5873753630807843
redWardPlaced,-0.0816662120128049,0.8407591121054908,-0.05004423976315042,-0.015520080179513817,0.02318238316702575,0.3598957211345328,0.11464720955130939,0.09539047341596572,0.4685405159873229,0.44483752006156685,0.33903382443325375,0.12316284229652764,0.897658453871225,0.9199121411723711,0.059277617382517606,0.11549374399742462,-0.005554117007582449,0.356552378646038,0.49742173671008866,0.8886529954728879,0.4487725858799578,0.44877258587995955,0.8330478773346808,0.030101123584831527,0.5067436602742355,0.6087815865247964,0.050044239763150124,0.022663015629420805,0.017111138479292545,0.4147164401793292,0.20983450940676265,0.1432381982909267,0.5529865198985625,0.5060808342896234,0.40151405436302473,0.1732901077328144,1.0,0.8678802464234683,0.11719789200568025,0.05771397475559548,0.041578329802452796,0.38311706332992157,0.5266590216089774,0.895633231309382,0.4765187456390317,0.47651874563903723,0.8406851611845747,0.08529401698796875,0.5105455202225426,0.6466504554111919
redWardkills,-0.061249875536559736,0.806385927862279,-0.0876046507002207,-0.024864635883336542,-0.010242643548538637,0.3111732635669908,0.07831707372810735,0.05849354424642983,0.3897320381511705,0.3934944781233201,0.2627680739934243,0.08637703778524092,0.9174102607423368,0.8527404453449557,0.02708797099753848,0.12107505193728893,0.02404148086381078,0.3376238230412046,0.4604765754392027,0.8337191616478591,0.43275662871241444,0.43275662871241644,0.7543988358565773,0.01286859246648703,0.46296226394201523,0.5175118857631639,0.08760465070022035,0.030561005796942858,0.04271269967330116,0.4157513703285043,0.1775117317438211,0.17128387366575626,0.5378626090443943,0.5043652338690275,0.3977128494629583,0.1936823387986204,0.8678802464234683,1.0,0.1227829100318163,0.025549536024969195,0.0956743935336013,0.3736530098680001,0.5180265213972108,0.8564054479066947,0.4800272096363956,0.480027209636403,0.8029002593979004,0.1035341488077789,0.51420642077295,0.6252274148344475
redKills,-0.014943386229201551,0.3749611679623182,-0.4417987549850734,-0.15365992125073863,-0.2332919112959832,-0.047412037458864374,-0.21828538425936245,-0.1471543187477968,-0.16820528271526086,0.015334886220942307,-0.17743344068417394,0.008983722487986998,0.06619698042037102,0.0356677889388424,0.43784772384931325,0.9997335320343931,0.4433379215155818,0.6321482984284009,0.5274242027729513,0.09231290685326678,0.541927939933933,0.5419279399339312,-0.0770863987477209,0.41035736527942795,0.3117647453448472,-0.10800104813153429,0.44179875498507354,0.16109412220100708,0.2744487756332785,0.31447900313645666,0.06620558748703284,0.48374621710614696,0.33204206803074177,0.34970724195224157,0.5570555310414761,0.5471877037619651,0.11719789200568025,0.1227829100318163,1.0,0.4400125272297582,0.877622450562149,0.8342248648429367,0.8253858306103092,0.17172503968381037,0.7728775923899631,0.7728775923899677,0.16051018490055072,0.9249909970988497,0.5530436106036991,0.4635116086670618
redDeath,-0.015082513566244753,0.3655489189432832,0.4515369521054727,0.13108204357968195,0.2729219540464316,0.2980740415794372,0.0810572362588625,0.48727491174386345,0.3334695848155145,0.3313062743518884,0.5423901954723197,0.5463525873026535,0.10271738469058568,0.10671434416717888,0.9997337043871748,0.44225844358277366,0.8826345084156614,0.8306028020423867,0.8190152399449233,0.15821469835204754,0.7700780944340387,0.7700780944340361,0.13690818710626043,0.9228286675945846,0.5436938002326978,0.43156863883996693,-0.451536952105471,-0.12358817445878321,-0.23232819886682668,-0.06313359172435996,-0.2388727707046174,-0.13535893931081744,-0.1786282252064842,0.0031436560623310855,-0.16570045469784042,0.017358390725873973,0.05771397475559548,0.025549536024969195,0.4400125272297582,1.0,0.4483992125820945,0.6268468928295587,0.5202023881352459,0.0852605336225674,0.5370790476533424,0.5370790476533502,-0.09027795802639932,0.4113296305172331,0.30386551317992744,-0.10879788543655229
redAssist,0.03104081589897865,0.34290415474999597,-0.35622982657891467,-0.10288380596365275,-0.14017227910997768,-0.05374623766502255,-0.22056121105897045,-0.08472260784376605,-0.16744699086924383,0.004844991716290943,-0.14133627343083313,0.05792332409738494,-0.001615627365417101,0.030460744517002245,0.44637627668609997,0.877736133552906,0.562004626663368,0.6385585362005949,0.5202332654583487,0.037337480583727135,0.5620282056733622,0.5620282056733595,-0.11559501094327457,0.44045401053966304,0.3351664825906292,-0.11812958715263909,0.35622982657891483,0.10865131404582634,0.17278372708383252,0.25696999192410647,-0.0460404425044682,0.4286946637179983,0.19741290077999374,0.3011566364793366,0.4095057322687927,0.4913358737180165,0.041578329802452796,0.0956743935336013,0.877622450562149,0.4483992125820945,1.0,0.8009428407467044,0.7449655688163744,0.0834132499379223,0.7432427299310511,0.743242729931058,0.03319214205165248,0.8414311614498678,0.5404154994572163,0.3088035037456615
redChampionDamageDealt,0.011026711729021739,0.6868160150826379,-0.1736928432649227,-0.061780900350361496,-0.06761696961062186,0.17297904630182304,-0.10330118534228615,0.08485911312236141,0.14006403379953297,0.2738529045703633,0.15783334519957706,0.24691191048283836,0.35733376846442944,0.33985175266792456,0.6260059293709085,0.8341367157816485,0.629386350321735,0.8712493687381658,0.8092995022693714,0.41282040873920994,0.7938467319985227,0.7938467319985273,0.2590792971382797,0.587009870941724,0.6874064695929718,0.25686774244952004,0.17369284326492315,0.06938725315206953,0.11081994057025424,0.32773619799309145,0.007585746553354936,0.35066645161427423,0.34097131437688843,0.4223405805806598,0.4584777748162492,0.47996610205132073,0.38311706332992157,0.3736530098680001,0.8342248648429367,0.6268468928295587,0.8009428407467044,1.0,0.922455091650871,0.4487349472556413,0.8819387369038569,0.8819387369038617,0.35740713824898745,0.7798575337498421,0.7265815902705328,0.4889250749459061
redTotalGold,-0.026877446230666673,0.7775564826937067,-0.2707332730917017,-0.09084417729003634,-0.12001002768607877,0.18017105336145775,-0.10124507576630169,0.03590375730258991,0.1652797476910489,0.2823308234102914,0.1334422811192528,0.19605358239219178,0.4943786739187675,0.4596246594682526,0.5194087368394888,0.825016797218936,0.5136479075636516,0.8070658920964906,0.8143233206792168,0.5500793870374436,0.814825742776979,0.8148257427769707,0.36257716317785704,0.486145744221906,0.6066319932289131,0.2954895463260641,0.27073327309170175,0.10210088942444875,0.18325249312000993,0.4468056052652904,0.0860908633882886,0.42493845104113087,0.47485161268660003,0.5389177853326425,0.6061016613083112,0.5342197215798621,0.5266590216089774,0.5180265213972108,0.8253858306103092,0.5202023881352459,0.7449655688163744,0.922455091650871,1.0,0.6128966146622412,0.9591894033569955,0.9591894033570033,0.525167336740925,0.7650178216866933,0.742226017186263,0.657849280275287
redTotalMinionKills,-0.05894185797449077,0.9032117137951161,-0.08311706925198414,-0.03031555856388027,-0.006552437065316771,0.37389404548078287,0.10149689880712573,0.0995500648904204,0.46263990650759423,0.45729563087969616,0.33486667890343336,0.16913249088360927,0.890574471798922,0.8342818007379585,0.08681035375827256,0.16985022199031552,0.03538693529957579,0.41295552878882363,0.5534459390184612,0.9381222456313154,0.5345972853364879,0.5345972853364866,0.8435127676016296,0.05584005948156918,0.5471610505653838,0.6082729088346873,0.08311706925198395,0.04132505457832636,0.06821425734779701,0.41344467343234365,0.22787445935118608,0.17615284560009278,0.5722621447415704,0.49777931223536936,0.4630456671290614,0.22254285599485815,0.895633231309382,0.8564054479066947,0.17172503968381037,0.0852605336225674,0.0834132499379223,0.4487349472556413,0.6128966146622412,1.0,0.58546659599304,0.5854665959930491,0.8808770433942454,0.13932277657330808,0.5654647721562938,0.6744864850164043
redTotalLevel,0.007164139840913912,0.7594822130634376,-0.215334619468614,-0.05768770810528886,-0.05344339403953076,0.18740701520887137,-0.09556632144148615,0.08349186801061761,0.1646500163190655,0.26967785151479506,0.167931444840913,0.22441813820710574,0.45004889647273855,0.43632458752870074,0.5364427892913396,0.7728714979258049,0.5577512004167194,0.7957823235276463,0.8174473720976584,0.5363960777159417,0.8766033620941874,0.8766033620941852,0.34574726665544436,0.5095057636517072,0.5955678356927117,0.2965555479725018,0.2153346194686139,0.07297174165973477,0.13845564599473745,0.41467748125030657,0.05498138668550076,0.37505896794320515,0.41394130227660864,0.4888570773192544,0.5188885435435373,0.4695398261599193,0.4765187456390317,0.4800272096363956,0.7728775923899631,0.5370790476533424,0.7432427299310511,0.8819387369038569,0.9591894033569955,0.58546659599304,1.0,1.000000000000003,0.4675602413209431,0.7235484078462429,0.7105059852806666,0.5715538457633179
redAvgLevel,0.007164139840911737,0.7594822130634455,-0.21533461946861493,-0.05768770810528881,-0.05344339403953081,0.18740701520887418,-0.09556632144148554,0.08349186801061788,0.16465001631906742,0.26967785151479856,0.1679314448409158,0.22441813820710638,0.45004889647274154,0.43632458752870407,0.5364427892913417,0.7728714979258033,0.5577512004167154,0.7957823235276449,0.8174473720976736,0.5363960777159504,0.8766033620941918,0.8766033620941823,0.3457472666554452,0.5095057636517112,0.5955678356927137,0.2965555479725052,0.2153346194686153,0.07297174165973559,0.13845564599473797,0.41467748125031056,0.05498138668550176,0.3750589679432074,0.41394130227661746,0.4888570773192616,0.5188885435435395,0.46953982615992684,0.47651874563903723,0.480027209636403,0.7728775923899677,0.5370790476533502,0.743242729931058,0.8819387369038617,0.9591894033570033,0.5854665959930491,1.000000000000003,1.0,0.46756024132094814,0.7235484078462414,0.7105059852806758,0.5715538457633248
redJungleMinionKills,-0.038405004029819084,0.796047272272336,-0.23126377117754282,-0.05651855317877012,-0.110689887201,0.2481080916214912,0.044031625344843194,-0.0731327917758811,0.3099137423019711,0.33619271527614897,0.13862430590558864,-0.04008205462809232,0.8252473707339919,0.7452853842061085,-0.08893916208397332,0.15828680916670493,-0.13046475412810693,0.2514660920966442,0.35870766682620825,0.8362594176302408,0.34088704799648284,0.34088704799647723,0.7111051267942663,-0.11057288027132302,0.4122501890950228,0.4287950842676957,0.23126377117754268,0.06393140923995298,0.152295998577238,0.49675812625125004,0.30386015320788307,0.2835210716413108,0.6869313767868278,0.5697713951654207,0.5716870265848323,0.29907122698387323,0.8406851611845747,0.8029002593979004,0.16051018490055072,-0.09027795802639932,0.03319214205165248,0.35740713824898745,0.525167336740925,0.8808770433942454,0.4675602413209431,0.46756024132094814,1.0,0.12041203018377139,0.5471998344635459,0.78840484763524
redKillingSpree,-0.008651606167344478,0.33557419858326454,-0.4116010463887538,-0.14313396242395038,-0.22732218314988573,-0.04814538714085113,-0.2206268723967525,-0.13838417932328112,-0.1731535877141163,0.011594529183624054,-0.17890122404068395,0.005769906280987499,0.037931630625619675,0.022516047861583264,0.4092163174783366,0.924715534486319,0.4375615216622029,0.5912045843221309,0.4921408405446983,0.06353512288286957,0.5126263051980346,0.5126263051980338,-0.09641720125183055,0.39204829578312717,0.2894914107573356,-0.11780703461661148,0.41160104638875367,0.1495053667327548,0.26343289515534163,0.27912523166952613,0.04787549478993212,0.4422594573172267,0.2870285881459693,0.3124621748529145,0.4952457167960639,0.5011559790170079,0.08529401698796875,0.1035341488077789,0.9249909970988497,0.4113296305172331,0.8414311614498678,0.7798575337498421,0.7650178216866933,0.13932277657330808,0.7235484078462429,0.7235484078462414,0.12041203018377139,1.0,0.5058950011938261,0.4053317922018368
redTotalHeal,0.012081353662840865,0.7069172516952738,-0.22214039004827796,-0.04398744145959093,-0.04705858117097518,0.16469552247802258,-0.061352220809289135,0.008530052919393533,0.1710469902233281,0.2605380062261837,0.13134666682158874,0.1297853099801317,0.5018755882302102,0.45983117222811676,0.30391482501263284,0.5525336072943445,0.3298659021000285,0.6841081806433589,0.6017728358060219,0.5393457018837768,0.5928338306501262,0.5928338306501257,0.41499431045617513,0.2816658800340689,0.5428320739388397,0.2833818955040699,0.2221403900482776,0.050446739495493345,0.08377656869979444,0.3982042189597925,0.10084687937985999,0.3354188755686712,0.4575116654700707,0.490908607794276,0.48551228071053704,0.4186882673210381,0.5105455202225426,0.51420642077295,0.5530436106036991,0.30386551317992744,0.5404154994572163,0.7265815902705328,0.742226017186263,0.5654647721562938,0.7105059852806666,0.7105059852806758,0.5471998344635459,0.5058950011938261,1.0,0.5839970004652023
redObjectDamageDealt,-0.03688882513745551,0.6354807515135673,-0.5481357848870313,-0.1471833787259598,-0.30929697591025995,-0.005931735617796302,-0.14734999110998476,-0.2958345264091024,-0.026545475221557528,0.0825515584598538,-0.16197447139367982,-0.20599443714164667,0.5937750299373993,0.505216561328925,-0.10907465373973615,0.46161384658796556,-0.1208387162907612,0.2596704096432919,0.2952260889499556,0.5925544426225421,0.29409266341764884,0.2940926634176487,0.41904236817167484,-0.1182238605893098,0.2841990091197458,0.07107780089456103,0.5481357848870307,0.15285619909463796,0.3421968751964694,0.6674418603064619,0.3584728826611942,0.570788142448908,0.8031419783763665,0.7406378751445885,0.8375466091019342,0.5873753630807843,0.6466504554111919,0.6252274148344475,0.4635116086670618,-0.10879788543655229,0.3088035037456615,0.4889250749459061,0.657849280275287,0.6744864850164043,0.5715538457633179,0.5715538457633248,0.78840484763524,0.4053317922018368,0.5839970004652023,1.0
